ID,Product Name,Price in ?,Discount %,Link
189,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-asus-zenfone-2-laser-ze550kl/p/itmemxj4yhh3mwhg?pid=ACCEMXJ2FZWPJZRH&srno=s_44_27&otracker=search&lid=LSTACCEMXJ2FZWPJZRHFKRSPV&iid=11a3f603-5898-4c19-90a1-b8f0dee06d55.ACCEMXJ2FZWPJZRH.SEARCH&qH=271356347147b513
190,2GB RAM,529,59,https://www.flipkart.com/namya-wall-charger-accessory-combo-lenovo-6600/p/itmew5veqfrwwmhr?pid=MACEW5NT4ZAFHZDR&srno=s_44_29&otracker=search&lid=LSTMACEW5NT4ZAFHZDR3DDPRQ&iid=e17455af-5f9a-4308-84d8-4cf646677d7f.MACEW5NT4ZAFHZDR.SEARCH&qH=271356347147b513
191,2GB RAM,529,59,https://www.flipkart.com/namya-wall-charger-accessory-combo-lenovo-1000/p/itmew4whaszzbbcf?pid=MACEW4V6GHGGNG9K&srno=s_44_30&otracker=search&lid=LSTMACEW4V6GHGGNG9KOTZTCY&iid=9a0b687d-11ef-4f2c-a442-e9242c7e1d4a.MACEW4V6GHGGNG9K.SEARCH&qH=271356347147b513
192,2GB RAM,497,50,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-mega-2/p/itmenhgghx5daddd?pid=ACCENHGFKW2EGTVK&srno=s_44_31&otracker=search&lid=LSTACCENHGFKW2EGTVKFXH4E1&iid=e08b7bab-c494-4645-84db-77f30e1045e2.ACCENHGFKW2EGTVK.SEARCH&qH=271356347147b513
193,2GB RAM,529,59,https://www.flipkart.com/namya-wall-charger-accessory-combo-lenovo-k6-power/p/itmew5veeudaha3p?pid=MACEW5ZYHW6FK3CZ&srno=s_44_32&otracker=search&lid=LSTMACEW5ZYHW6FK3CZ76RMO0&iid=1ad182f5-f476-4f3d-8bae-a3c99525fe13.MACEW5ZYHW6FK3CZ.SEARCH&qH=271356347147b513
194,2GB RAM,529,59,https://www.flipkart.com/namya-wall-charger-accessory-combo-lenovo-vibe-k5/p/itmew5ppbhpc6n6v?pid=MACEW5KKHAW9MB4B&srno=s_44_35&otracker=search&lid=LSTMACEW5KKHAW9MB4B2YDNXN&iid=142a5e47-7c61-4059-867a-9fde7c109980.MACEW5KKHAW9MB4B.SEARCH&qH=271356347147b513
195,2GB RAM,497,50,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-a7-a7-duos-a700f-a700fd-a700k-a700s-a700l-a7000-a7009-a700h-a700yd/p/itmenhxwubqhd3nc?pid=ACCEN8P6ZKZZRDN5&srno=s_44_36&otracker=search&lid=LSTACCEN8P6ZKZZRDN5YIV9QV&iid=b8e4027a-2b9a-4fdc-9659-f866a07e20c2.ACCEN8P6ZKZZRDN5.SEARCH&qH=271356347147b513
196,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmepzgytbt3zxay?pid=ACCEP8VEU9SEDETW&srno=s_44_37&otracker=search&lid=LSTACCEP8VEU9SEDETWVZIDFE&iid=f205c013-06d6-4f9f-94d4-da8d5bb718dc.ACCEP8VEU9SEDETW.SEARCH&qH=271356347147b513
197,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-oneplus-2-two-1-2/p/itmen8dd6mwrsk9q?pid=ACCEN8DCETFWT7A6&srno=s_44_38&otracker=search&lid=LSTACCEN8DCETFWT7A6ASMIXA&iid=4f6f764b-238a-4f90-b232-de45f30d513b.ACCEN8DCETFWT7A6.SEARCH&qH=271356347147b513
198,2GB RAM,499,58,https://www.flipkart.com/printvisa-ultra-back-cover-samsung-galaxy-note-n7000-i9220-1-gt-n7000/p/itmepjry6pumpzgr?pid=ACCEPJRXTV4KZH3P&srno=s_44_39&otracker=search&lid=LSTACCEPJRXTV4KZH3P8HV6WL&iid=f999a176-51e3-45ea-87b5-240ef2686a4f.ACCEPJRXTV4KZH3P.SEARCH&qH=271356347147b513
199,2GB RAM,398,60,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-note-2-ii-n7100/p/itmenhfw42ghdmw4?pid=ACCENHFVETNFKTJH&srno=s_45_1&otracker=search&lid=LSTACCENHFVETNFKTJHH9J81J&iid=40ab1be3-8db5-432f-a75f-17e6b1b68cde.ACCENHFVETNFKTJH.SEARCH&qH=271356347147b513
200,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-note-n7000-i9220-1-gt-n7000/p/itmemxkbhhyuhnz3?pid=ACCEMXKADZZF2BGJ&srno=s_45_2&otracker=search&lid=LSTACCEMXKADZZF2BGJODOTEW&iid=8e21d740-4517-4999-95ba-9f54e4b63038.ACCEMXKADZZF2BGJ.SEARCH&qH=271356347147b513
201,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmepswrpp6yccjv?pid=ACCEPSWRB7AGZGKZ&srno=s_45_3&otracker=search&lid=LSTACCEPSWRB7AGZGKZUU2DDZ&iid=efa28cfc-bb85-4083-9912-c558d67fe270.ACCEPSWRB7AGZGKZ.SEARCH&qH=271356347147b513
202,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-sony-xperia-t2-ultra-dual-dual-sim-d5322-xm50h/p/itmenqf4xphzjnux?pid=ACCENQF4GFHG9DUB&srno=s_45_4&otracker=search&lid=LSTACCENQF4GFHG9DUBKASQDX&iid=a6f32eef-6681-4133-883b-8b9c28267b7e.ACCENQF4GFHG9DUB.SEARCH&qH=271356347147b513
203,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-leeco-le-2-pro-letv-pro/p/itmeqnukr5hedfau?pid=ACCEQNUK6DXN3KVX&srno=s_45_5&otracker=search&lid=LSTACCEQNUK6DXN3KVXPS8RRE&iid=98093606-09c7-40c3-a7ee-77c786e479c6.ACCEQNUK6DXN3KVX.SEARCH&qH=271356347147b513
204,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmep8v9qhtfsthy?pid=ACCEP8V8GMAEEPNY&srno=s_45_6&otracker=search&lid=LSTACCEP8V8GMAEEPNYBTLS2D&iid=46393c57-b1a5-476b-83a3-5d625c9eb64d.ACCEP8V8GMAEEPNY.SEARCH&qH=271356347147b513
205,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-lenovo-zuk-z2-z2-plus/p/itmeqkhenhtv7e9c?pid=ACCEQKHECVH4ZQVT&srno=s_45_7&otracker=search&lid=LSTACCEQKHECVH4ZQVTO918EP&iid=02cd1cab-3e5b-4e9f-8012-42a0912ca481.ACCEQKHECVH4ZQVT.SEARCH&qH=271356347147b513
206,2GB RAM,499,58,https://www.flipkart.com/printvisa-ultra-back-cover-samsung-galaxy-note-2-ii-n7100/p/itmepjs3hhduhfcx?pid=ACCEPJS2YDY5JXKR&srno=s_45_9&otracker=search&lid=LSTACCEPJS2YDY5JXKRXDLCIR&iid=0ab1deb0-8357-4885-9de9-76d572b7f711.ACCEPJS2YDY5JXKR.SEARCH&qH=271356347147b513
207,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-micromax-canvas-nitro-2-e311/p/itmenhpp3wevqsdp?pid=ACCENHPMGESECSKU&srno=s_45_10&otracker=search&lid=LSTACCENHPMGESECSKUP6BCXU&iid=0f704b66-5689-4158-9589-131ea34a3032.ACCENHPMGESECSKU.SEARCH&qH=271356347147b513
208,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-motorola-moto-x-2nd-generation-2nd-gen-2014-x-1/p/itmemxhwzthvq5w5?pid=ACCEMXHVFWVNDJHM&srno=s_45_12&otracker=search&lid=LSTACCEMXHVFWVNDJHMFA4BPZ&iid=cf140256-877b-455b-9267-f6447ce7be56.ACCEMXHVFWVNDJHM.SEARCH&qH=271356347147b513
209,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-infocus-m2/p/itmeqkn4paeeqhag?pid=ACCEQKNAXFVH6GFZ&srno=s_45_13&otracker=search&lid=LSTACCEQKNAXFVH6GFZUPLYLS&iid=b2c92286-24d6-41ce-baf3-bb6ecafe8d53.ACCEQKNAXFVH6GFZ.SEARCH&qH=271356347147b513
210,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-grand-2-2-g7105-g7102/p/itmemxjr73kdptz3?pid=ACCEMXJR6ZJ4UFAZ&srno=s_45_15&otracker=search&lid=LSTACCEMXJR6ZJ4UFAZTQFNUB&iid=9da8c52b-a8a1-4ff8-b654-dc84ff8843b2.ACCEMXJR6ZJ4UFAZ.SEARCH&qH=271356347147b513
211,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-lenovo-zuk-z2-z2-plus/p/itmeqkhh6hfftgss?pid=ACCEQKHG5JHKHC7A&srno=s_45_16&otracker=search&lid=LSTACCEQKHG5JHKHC7A8TXAJF&iid=6daeb3aa-1fb1-4d46-9efe-f8c60434c67a.ACCEQKHG5JHKHC7A.SEARCH&qH=271356347147b513
212,2GB RAM,499,58,https://www.flipkart.com/printvisa-ultra-back-cover-samsung-galaxy-note-n7000-i9220-1-gt-n7000/p/itmepjwqzh8tkvuh?pid=ACCEPJRUJEBZZXHZ&srno=s_45_17&otracker=search&lid=LSTACCEPJRUJEBZZXHZOWV03C&iid=ab25706a-d003-46e9-8965-902c810bb181.ACCEPJRUJEBZZXHZ.SEARCH&qH=271356347147b513
213,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-asus-zenfone-2-laser-ze500kl/p/itmemxjyvwzhgkct?pid=ACCEMXJYTHG7ZVVG&srno=s_45_18&otracker=search&lid=LSTACCEMXJYTHG7ZVVGWV7NMW&iid=49882973-9a77-4107-8881-cf54afd38a11.ACCEMXJYTHG7ZVVG.SEARCH&qH=271356347147b513
214,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-micromax-canvas-selfie-2-q340/p/itmeqjhhwjebkwgc?pid=ACCEQJHHM4SM8MTB&srno=s_45_19&otracker=search&lid=LSTACCEQJHHM4SM8MTB5E0NEE&iid=17b6c646-f858-4007-be14-d6c9846f63ef.ACCEQJHHM4SM8MTB.SEARCH&qH=271356347147b513
215,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-xiaomi-mi-2s-redmi-2-prime-note/p/itmezgdwfsqmy6rv?pid=ACCEZGDVEXFHVR4G&srno=s_45_20&otracker=search&lid=LSTACCEZGDVEXFHVR4GYWSX94&iid=98a88f32-dacc-4c24-857f-96dbcadb47f4.ACCEZGDVEXFHVR4G.SEARCH&qH=271356347147b513
216,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-sony-xperia-t2-ultra-dual-dual-sim-d5322-xm50h/p/itmeqhp3pmkyzjtu?pid=ACCEQHP2QAHCJRQ5&srno=s_45_21&otracker=search&lid=LSTACCEQHP2QAHCJRQ5DI5NXZ&iid=23f4848e-997e-4674-adf1-114df696a8ee.ACCEQHP2QAHCJRQ5.SEARCH&qH=271356347147b513
217,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-leeco-le-2-pro-letv-pro/p/itmeqnvqahptwmsb?pid=ACCEQNUZZKQMCPKM&srno=s_45_22&otracker=search&lid=LSTACCEQNUZZKQMCPKMDYUNFU&iid=cfc09bb0-8a13-48c2-8672-dab94344cee5.ACCEQNUZZKQMCPKM.SEARCH&qH=271356347147b513
218,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmepzhtsffhyf7h?pid=ACCEPZHTGYFAHCVY&srno=s_45_23&otracker=search&lid=LSTACCEPZHTGYFAHCVYJKTUK8&iid=5f0a4312-7e61-46ce-8d95-b4dcd27be661.ACCEPZHTGYFAHCVY.SEARCH&qH=271356347147b513
219,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-leeco-le-max-2-letv-2/p/itmeqkhe4t82e7gz?pid=ACCEQKHDHFYKX2XA&srno=s_45_25&otracker=search&lid=LSTACCEQKHDHFYKX2XAZ6KXF2&iid=c6e95bdf-cce7-4328-87d3-e31f5ed84b0a.ACCEQKHDHFYKX2XA.SEARCH&qH=271356347147b513
220,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-infocus-m2/p/itmeqkq5znqvxyyc?pid=ACCEQKQ4GQUKTZTZ&srno=s_45_27&otracker=search&lid=LSTACCEQKQ4GQUKTZTZH5O7GI&iid=6b92fea5-5a8f-41ca-b2cc-b28933d6e064.ACCEQKQ4GQUKTZTZ.SEARCH&qH=271356347147b513
221,2GB RAM,497,50,https://www.flipkart.com/snapdilla-back-cover-honor-holly-2-plus-huawei-plus/p/itmeqnxwjnhhvzrf?pid=ACCEQNWGUUKZWPBU&srno=s_45_29&otracker=search&lid=LSTACCEQNWGUUKZWPBUILVY66&iid=744a1877-b338-415d-8937-a28aca9bb8f4.ACCEQNWGUUKZWPBU.SEARCH&qH=271356347147b513
222,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmep8ufntd2dq4v?pid=ACCEP8UFYYHMHZ5Z&srno=s_45_30&otracker=search&lid=LSTACCEP8UFYYHMHZ5ZGOJPAD&iid=5703f80f-516d-4d2a-9a8d-4149e77912df.ACCEP8UFYYHMHZ5Z.SEARCH&qH=271356347147b513
223,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-micromax-unite-2-a106-a106/p/itmemxhgffnysr7g?pid=ACCEMXHFZNBMY3SW&srno=s_45_35&otracker=search&lid=LSTACCEMXHFZNBMY3SWFHYE67&iid=cab26150-531a-468a-a1fb-f0bbc28f35db.ACCEMXHFZNBMY3SW.SEARCH&qH=271356347147b513
224,2GB RAM,399,60,https://www.flipkart.com/snapdilla-back-cover-mi-redmi-2-prime-xiaomi-note/p/itmeqhngd5rs5zvb?pid=ACCEQHNFVC3AGHAZ&srno=s_45_36&otracker=search&lid=LSTACCEQHNFVC3AGHAZKYJG0B&iid=5b3a8355-d8eb-47c6-be6d-f2e0a5d344a0.ACCEQHNFVC3AGHAZ.SEARCH&qH=271356347147b513
225,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-a7-a7-duos-a700f-a700fd-a700k-a700s-a700l-a7000-a7009-a700h-a700yd/p/itmerfqdsdnfazkk?pid=ACCERFQDGNDZRGYG&srno=s_45_37&otracker=search&lid=LSTACCERFQDGNDZRGYGD4LWGH&iid=e420e1ef-d3cc-472e-b9d3-1336eb72db24.ACCERFQDGNDZRGYG.SEARCH&qH=271356347147b513
226,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-asus-zenfone-2-znfone-2-ze550ml/p/itmeqkpxkpcnfem2?pid=ACCEQKPXRECDPYHE&srno=s_45_38&otracker=search&lid=LSTACCEQKPXRECDPYHEEVWEHW&iid=b04eeba3-dd00-4e55-832d-443196796745.ACCEQKPXRECDPYHE.SEARCH&qH=271356347147b513
227,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-note-2-ii-n7100/p/itmemxka3zgb4gzg?pid=ACCEMXK9EGTUUKUP&srno=s_45_39&otracker=search&lid=LSTACCEMXK9EGTUUKUP0J7KP9&iid=8bedf66e-68ab-4fb1-934c-2d3005ba99fa.ACCEMXK9EGTUUKUP.SEARCH&qH=271356347147b513
228,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-sony-xperia-m2-dual-dual-d2302/p/itmeptk5h5hdpuv5?pid=ACCEPTK5CZGTGFDF&srno=s_45_40&otracker=search&lid=LSTACCEPTK5CZGTGFDFUWTU1A&iid=0a66193d-f4e9-4c34-8ebe-bf51255ea1a0.ACCEPTK5CZGTGFDF.SEARCH&qH=271356347147b513
229,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-micromax-canvas-nitro-2-e311/p/itmenhpspmmebg2e?pid=ACCENHPRHPXGPBKB&srno=s_46_1&otracker=search&lid=LSTACCENHPRHPXGPBKBOC5IOS&iid=485b52ee-cb18-4aeb-bebe-2585ff5e7940.ACCENHPRHPXGPBKB.SEARCH&qH=271356347147b513
230,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-sony-xperia-t2-ultra-dual-dual-sim-d5322-xm50h/p/itmenqf3hayycptd?pid=ACCENQF3B3HFXJH5&srno=s_46_5&otracker=search&lid=LSTACCENQF3B3HFXJH5NOUTSR&iid=62d3ba5b-4f4a-485a-b8ed-ae1121067a14.ACCENQF3B3HFXJH5.SEARCH&qH=271356347147b513
231,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmepzhsysfxew6g?pid=ACCEPZHQREZVFJDP&srno=s_46_6&otracker=search&lid=LSTACCEPZHQREZVFJDP65MWW1&iid=346b975c-bfbd-4fe1-8f7c-bdb41da9936a.ACCEPZHQREZVFJDP.SEARCH&qH=271356347147b513
232,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-xiaomi-mi-2s-redmi-2-prime-note/p/itmezggkfwyc4ckb?pid=ACCEZGGJRHKYEEVB&srno=s_46_7&otracker=search&lid=LSTACCEZGGJRHKYEEVBVBKFA6&iid=6cc97365-a76b-466a-b655-6a5ee76f47ab.ACCEZGGJRHKYEEVB.SEARCH&qH=271356347147b513
233,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmepzhtsffhyf7h?pid=ACCEPZHTGYFAHCVY&srno=s_46_9&otracker=search&lid=LSTACCEPZHTGYFAHCVYJKTUK8&iid=18519084-1aa0-4d80-a080-d2504d92833c.ACCEPZHTGYFAHCVY.SEARCH&qH=271356347147b513
234,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-micromax-unite-2-a106-a106/p/itmemxhgffnysr7g?pid=ACCEMXHFZNBMY3SW&srno=s_46_11&otracker=search&lid=LSTACCEMXHFZNBMY3SWFHYE67&iid=e3d655fd-8b37-4778-9006-070edd4edda9.ACCEMXHFZNBMY3SW.SEARCH&qH=271356347147b513
235,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-lenovo-phab-2-plus/p/itmeqkgfh8dptva2?pid=ACCEQKGYSZ2HMNN8&srno=s_46_13&otracker=search&lid=LSTACCEQKGYSZ2HMNN8DAMKAU&iid=bbfbb590-78b6-4085-80dd-a34ad863868e.ACCEQKGYSZ2HMNN8.SEARCH&qH=271356347147b513
236,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-note-2-ii-n7100/p/itmemxk8z2c9zjjn?pid=ACCEMXK8AB6P6C83&srno=s_46_14&otracker=search&lid=LSTACCEMXK8AB6P6C83PNZPYH&iid=d07cc124-b326-4e95-afb8-1dc838a2264f.ACCEMXK8AB6P6C83.SEARCH&qH=271356347147b513
237,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-asus-zenfone-2-laser-ze550kl-ze550kl-5-5-inches/p/itmeqh6ahsxuz4cf?pid=ACCEQH69TM9W6HFS&srno=s_46_16&otracker=search&lid=LSTACCEQH69TM9W6HFSG4EG2Y&iid=efbed618-d617-438e-849a-1e97bab5e41d.ACCEQH69TM9W6HFS.SEARCH&qH=271356347147b513
238,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-asus-zenfone-2-znfone-2-ze550ml/p/itmeqkpxkpcnfem2?pid=ACCEQKPXRECDPYHE&srno=s_46_18&otracker=search&lid=LSTACCEQKPXRECDPYHEEVWEHW&iid=694f6ca0-482b-4877-a945-3082f39be5e2.ACCEQKPXRECDPYHE.SEARCH&qH=271356347147b513
239,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-infocus-m2/p/itmeqkq5znqvxyyc?pid=ACCEQKQ4GQUKTZTZ&srno=s_46_19&otracker=search&lid=LSTACCEQKQ4GQUKTZTZH5O7GI&iid=3cacc4f6-c952-41f5-9e47-6238336e6419.ACCEQKQ4GQUKTZTZ.SEARCH&qH=271356347147b513
240,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-motorola-moto-e2-e-dual-sim-2nd-gen-gen-3g-xt1506-4g-xt1521/p/itmemxhjayuzwz7n?pid=ACCEMXHGJKQ3WZXR&srno=s_46_21&otracker=search&lid=LSTACCEMXHGJKQ3WZXRQDELLC&iid=8fca9b77-d552-4d73-8002-99717be87cd0.ACCEMXHGJKQ3WZXR.SEARCH&qH=271356347147b513
241,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-xiaomi-mi-2s-redmi-2-prime-note/p/itmezgdwfsqmy6rv?pid=ACCEZGDVEXFHVR4G&srno=s_46_23&otracker=search&lid=LSTACCEZGDVEXFHVR4GYWSX94&iid=07b8a696-125f-4fc6-ad61-41f609bad7eb.ACCEZGDVEXFHVR4G.SEARCH&qH=271356347147b513
242,2GB RAM,391,60,https://www.flipkart.com/vizagbeats-back-cover-asus-zenfone-2-laser-ze500kl/p/itmezg5wcessbyhv?pid=ACCEZG5VRNHZG7AR&srno=s_46_24&otracker=search&lid=LSTACCEZG5VRNHZG7AR8BTALD&iid=a4637962-d012-40c1-ad3f-3d55975bf81e.ACCEZG5VRNHZG7AR.SEARCH&qH=271356347147b513
243,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-micromax-canvas-nitro-2-e311/p/itmenhpp3wevqsdp?pid=ACCENHPMGESECSKU&srno=s_46_25&otracker=search&lid=LSTACCENHPMGESECSKUP6BCXU&iid=2f2a906f-b449-440d-a1dd-4002cf7a57f5.ACCENHPMGESECSKU.SEARCH&qH=271356347147b513
244,2GB RAM,398,60,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-a7-a7-duos-a700f-a700fd-a700k-a700s-a700l-a7000-a7009-a700h-a700yd/p/itmerfqvazszskgr?pid=ACCERFQMDBY7TJZT&srno=s_46_26&otracker=search&lid=LSTACCERFQMDBY7TJZTQZQNE3&iid=32fa8e08-c122-438e-9fc2-a4a83446c83e.ACCERFQMDBY7TJZT.SEARCH&qH=271356347147b513
245,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-xiaomi-mi-2s-redmi-2-2-prime-note/p/itmeqhzywyhyzgby?pid=ACCEQHZYBEKVFFFW&srno=s_46_27&otracker=search&lid=LSTACCEQHZYBEKVFFFWVKVLIP&iid=c77ae64a-5b4e-4959-bccc-1feb24adc1f6.ACCEQHZYBEKVFFFW.SEARCH&qH=271356347147b513
246,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-lenovo-phab-2-plus/p/itmeqkge6gzzjvvz?pid=ACCEQKGEQTJG5PDZ&srno=s_46_28&otracker=search&lid=LSTACCEQKGEQTJG5PDZ52TYDQ&iid=f816ee8b-5e61-48e2-bff9-ee874357b69a.ACCEQKGEQTJG5PDZ.SEARCH&qH=271356347147b513
247,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-sony-xperia-t2-ultra-dual-dual-sim-d5322-xm50h/p/itmenqf4xphzjnux?pid=ACCENQF4GFHG9DUB&srno=s_46_30&otracker=search&lid=LSTACCENQF4GFHG9DUBKASQDX&iid=5217f9b6-4fac-4d7a-bc41-a83e36f8ba06.ACCENQF4GFHG9DUB.SEARCH&qH=271356347147b513
248,2GB RAM,398,60,https://www.flipkart.com/snapdilla-back-cover-samsung-galaxy-note-2-ii-n7100/p/itmenhfw42ghdmw4?pid=ACCENHFVETNFKTJH&srno=s_46_31&otracker=search&lid=LSTACCENHFVETNFKTJHH9J81J&iid=9fd92e62-ad28-47a4-b514-2edf8cba0f01.ACCENHFVETNFKTJH.SEARCH&qH=271356347147b513
249,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-asus-zenfone-2-ze551ml/p/itmemxguxnsatge3?pid=ACCEMXGUHQUVYHPZ&srno=s_46_32&otracker=search&lid=LSTACCEMXGUHQUVYHPZPCM2R8&iid=c23b85fb-d2b5-42ef-b6b3-6678c87c6dbf.ACCEMXGUHQUVYHPZ.SEARCH&qH=271356347147b513
250,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-infocus-m2/p/itmeqkn7k83m3jf3?pid=ACCEQKN6WM5JXJGW&srno=s_46_33&otracker=search&lid=LSTACCEQKN6WM5JXJGWPNIWOX&iid=2908f464-533d-49d2-be77-eccb25655277.ACCEQKN6WM5JXJGW.SEARCH&qH=271356347147b513
251,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-sony-xperia-t2-ultra-dual-dual-sim-d5322-xm50h/p/itmenqf4uhrsyfkg?pid=ACCENQF4BGPYMGTK&srno=s_46_34&otracker=search&lid=LSTACCENQF4BGPYMGTK6ZGZOE&iid=63c7a126-56cd-4bfe-8c90-1ae03cd4cfc7.ACCENQF4BGPYMGTK.SEARCH&qH=271356347147b513
252,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-leeco-le-2-pro-letv-pro/p/itmeqnukr5hedfau?pid=ACCEQNUK6DXN3KVX&srno=s_46_35&otracker=search&lid=LSTACCEQNUK6DXN3KVXPS8RRE&iid=6684b494-0ae6-4397-915d-705ab909b6d5.ACCEQNUK6DXN3KVX.SEARCH&qH=271356347147b513
253,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmepswr9hejyccq?pid=ACCEPSWRVAFUDKH2&srno=s_46_36&otracker=search&lid=LSTACCEPSWRVAFUDKH2LW0T3C&iid=72865ae8-db21-42ab-835f-829a2157e4ab.ACCEPSWRVAFUDKH2.SEARCH&qH=271356347147b513
254,2GB RAM,447,55,https://www.flipkart.com/printvisa-ultra-back-cover-lenovo-zuk-z2-z2-plus/p/itmepzgmqhphzxyz?pid=ACCEP8UZHCFPGEGF&srno=s_46_38&otracker=search&lid=LSTACCEP8UZHCFPGEGFK28IXV&iid=e5329230-989a-491b-82c6-7620007cdd0e.ACCEP8UZHCFPGEGF.SEARCH&qH=271356347147b513
255,2GB RAM,447,55,https://www.flipkart.com/snapdilla-back-cover-asus-zenfone-2-laser-ze550kl/p/itmeqhnezrpngjgk?pid=ACCEQHNDMWUMQMGH&srno=s_46_40&otracker=search&lid=LSTACCEQHNDMWUMQMGHOHIZRL&iid=cf4b7067-70bc-4740-9ac4-74900985ac0f.ACCEQHNDMWUMQMGH.SEARCH&qH=271356347147b513
256,2GB RAM,499,58,https://www.flipkart.com/printvisa-ultra-back-cover-samsung-galaxy-note-2-ii-n7100/p/itmepjsfgybqf3ab?pid=ACCEPJSEJBDUPTXN&srno=s_47_2&otracker=search&lid=LSTACCEPJSEJBDUPTXNX0PT2G&iid=81e1205b-56f9-4dc4-a8d6-e4b9489af3ce.ACCEPJSEJBDUPTXN.SEARCH&qH=271356347147b513
257,2GB RAM,397,60,https://www.flipkart.com/snapdilla-back-cover-leeco-le-max-2-letv-2/p/itmeqkh8vxggnyha?pid=ACCEQKH7PBTHSW6Z&srno=s_47_3&otracker=search&lid=LSTACCEQKH7PBTHSW6Z4PJG8C&iid=9f81319d-631d-47b4-abcc-eee05a9c0e94.ACCEQKH7PBTHSW6Z.SEARCH&qH=271356347147b513
258,2GB RAM,499,58,https://www.flipkart.com/printvisa-ultra-back-cover-samsung-galaxy-note-n7000-i9220-1-gt-n7000/p/itmepjwqzh8tkvuh?pid=ACCEPJRUJEBZZXHZ&srno=s_47_4&otracker=search&lid=LSTACCEPJRUJEBZZXHZOWV03C&iid=1c8993b3-35a5-4041-abaa-ed7eb4c9f83b.ACCEPJRUJEBZZXHZ.SEARCH&qH=271356347147b513
